model,experiment,member,status,missing_variables,ambiguous_variables,tas_path,tas_table,tas_grid,tas_period,rsdt_path,rsdt_table,rsdt_grid,rsdt_period,rlut_path,rlut_table,rlut_grid,rlut_period,rsut_path,rsut_table,rsut_grid,rsut_period
HadGEM3-GC31-LL,ssp245,r38i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r38i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r38i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r38i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r38i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r39i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r39i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r39i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r39i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r39i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r3i1p1f3,ambiguous,,tas;rsdt;rlut;rsut,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r3i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012
HadGEM3-GC31-LL,ssp245,r40i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r40i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r40i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r40i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r40i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r41i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r41i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r41i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r41i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r41i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r42i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r42i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r42i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r42i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r42i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r43i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r43i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r43i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r43i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r43i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r44i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r44i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r44i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r44i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r44i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r45i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r45i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r45i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r45i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r45i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r46i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r46i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r46i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r46i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r46i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r47i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r47i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r47i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r47i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r47i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r48i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r48i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r48i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r48i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r48i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r49i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r49i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r49i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r49i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r49i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r4i1p1f3,ambiguous,,tas;rsdt;rlut;rsut,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r4i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012
HadGEM3-GC31-LL,ssp245,r50i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r50i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r50i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r50i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r50i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r51i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r51i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r51i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r51i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r51i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r52i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r52i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r52i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r52i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r52i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r53i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r53i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r53i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r53i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r53i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r54i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r54i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r54i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r54i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r54i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r55i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r55i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r55i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r55i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r55i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r56i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r56i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r56i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r56i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r56i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r57i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r57i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r57i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r57i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r57i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r58i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r58i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r58i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r58i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r58i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r59i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r59i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r59i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r59i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r59i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r5i1p1f3,ambiguous,,tas;rsdt;rlut;rsut,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r5i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012
HadGEM3-GC31-LL,ssp245,r60i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r60i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r60i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r60i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r60i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
